question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_response_size,rag_token_count,rag_gpu_memory_used_nvml,rag_gpu_utilization_nvml,rag_gpu_memory_used_smi,rag_gpu_utilization_smi,rag_gpu_utilization_torch_diff,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_response_size,no_context_token_count,no_context_gpu_memory_used_nvml,no_context_gpu_utilization_nvml,no_context_gpu_memory_used_smi,no_context_gpu_utilization_smi,no_context_gpu_utilization_torch_diff
"""How to fix LIFX bulb that is not appearing in HomeKit?""",0.0,0.6243762969970703,0.0,5.4,197,39,0.0,-17,0.0,-17.0,0.0,0.0,2.3453640937805176,1.7054921283256395,6.2,1646,330,0.0,-19,0.0,-19.0,0.0
"""How to resolve LIFX bulb that is not working with IFTTT?""",0.0,0.7408947944641113,0.0,5.55,244,55,0.0,0,0.0,0.0,0.0,0.0,2.455881357192993,1.6287431753511754,6.2,1682,355,0.0,-18,0.0,-18.0,0.0
"""How to resolve LIFX bulb that is not syncing with motion sensor commands?""",0.0,0.6536643505096436,1.5298371392303098,5.55,261,51,0.0,-17,0.0,-17.0,0.0,0.0,2.4569804668426514,1.6280145707223,6.050000000000001,1891,353,0.0,-14,0.0,-14.0,0.0
"""How to resolve LIFX bulb that wont change brightness via Google Home?""",0.0,0.6042344570159912,1.6549867164792398,5.65,187,35,0.0,-8,0.0,-8.0,0.0,0.0,3.8014559745788574,1.5783426245425818,6.0,2510,545,0.0,-11,0.0,-11.0,0.0
"""How to troubleshoot LIFX bulb that is not following app automations?""",0.0,0.7175853252410889,0.0,5.55,255,51,0.0,-5,0.0,-5.0,0.0,0.0,3.40959095954895,1.1731612523189787,6.15,2484,479,0.0,-21,0.0,-21.0,0.0
"""How to prevent unauthorized pairing of LIFX bulbs?""",0.0,0.5900132656097412,1.6948771464775036,5.6,198,34,0.0,-20,0.0,-20.0,0.0,0.0,2.1225340366363525,0.9422699308836837,5.95,1563,298,0.0,-21,0.0,-21.0,0.0
"""How to manage linked accounts in the LIFX app for security?""",0.0,0.7316775321960449,1.3667223004636047,5.3,364,60,0.0,0,0.0,-26.0,0.0,0.0,1.9875175952911377,1.0062803995989962,5.95,1590,294,0.0,-13,0.0,-13.0,0.0
"""How to restrict LIFX app access to specific devices?""",0.0,0.6002752780914307,1.6659023559657524,5.449999999999999,192,35,0.0,-14,0.0,-14.0,0.0,0.0,2.6493678092956543,1.5097941425744625,5.95,1779,389,0.0,-20,0.0,-20.0,0.0
"""How to prevent LIFX bulb from being controlled by unauthorized smart speakers?""",0.0,0.6604528427124023,1.5141126441270643,5.75,261,46,0.0,-19,0.0,-19.0,0.0,0.0,2.1059951782226562,1.899339581288144,5.95,1631,299,0.0,-13,0.0,-13.0,0.0
"""How to prevent unauthorized voice commands from controlling LIFX bulbs?""",0.0,0.5811958312988281,1.7205904553130746,5.65,209,35,0.0,-3,0.0,-3.0,0.0,0.0,2.3616063594818115,0.8468811882935674,6.0,1898,338,0.0,-15,0.0,-15.0,0.0
"""How to maintain LIFX system integrity after network changes?""",0.0,1.646470546722412,1.2147195733206113,5.85,1054,193,0.0,-27,0.0,-27.0,0.0,0.0,2.5557572841644287,1.5650938470505102,5.9,1960,372,0.0,-21,0.0,-21.0,0.0
"""How to fix Nest Thermostat not detecting the HVAC system?""",0.0,0.755662202835083,0.0,5.55,317,60,0.0,0,0.0,0.0,0.0,0.0,3.364362955093384,1.188932363538417,6.15,2433,468,0.0,-13,0.0,-13.0,0.0
"""How to fix Nest Thermostat Wi-Fi disconnecting frequently?""",0.0,1.7614686489105225,1.703124266137191,5.7,1060,203,0.0,-28,0.0,-28.0,0.0,0.0,2.6426408290863037,1.513637402394528,6.15,1995,377,0.0,-4,0.0,-4.0,0.0
"""What if the Nest Thermostat is not recognizing the heating system?""",0.0,0.48375535011291504,2.0671606004297383,5.300000000000001,137,24,0.0,-1,0.0,-1.0,0.0,0.0,1.9309189319610596,1.0357762653295075,6.1,1462,268,0.0,0,0.0,0.0,0.0
"""How to fix Nest Thermostat that is showing Low Battery?""",0.0,0.6245095729827881,1.6012564791029589,5.45,234,44,0.0,-21,0.0,-21.0,0.0,0.0,2.014181137084961,1.9859187072863271,6.050000000000001,1417,274,0.0,-21,0.0,-21.0,0.0
"""What if Nest Thermostat is not triggering the fan when needed?""",0.0,0.5959482192993164,1.677998134093357,5.6,220,37,0.0,-21,0.0,-21.0,0.0,0.0,2.8792898654937744,1.389231437910107,5.95,2137,400,0.0,0,0.0,-23.0,0.0
"""How to fix Nest Thermostat that wont power on after installation?""",0.0,0.6091821193695068,1.6415452263012473,5.5,234,40,0.0,-15,0.0,-15.0,0.0,0.0,2.4050495624542236,1.2473755413748813,6.2,1730,331,0.0,-21,0.0,-21.0,0.0
"""How to fix Nest Thermostat that keeps losing power?""",0.0,0.5991365909576416,1.669068481366064,5.4,224,42,0.0,-27,0.0,-27.0,0.0,0.0,2.2778759002685547,1.3170164360782002,6.15,1626,317,0.0,0,0.0,0.0,0.0
"""How to troubleshoot Nest Thermostat not recognizing the fan system?""",0.0,0.46181654930114746,2.1653619852133046,5.25,122,21,0.0,-21,0.0,-21.0,0.0,0.0,3.1083269119262695,1.2868659292728846,6.1,2400,438,0.0,-19,0.0,-19.0,0.0
"""What if Nest Thermostat is not displaying the correct humidity level?""",0.0,0.6963686943054199,1.4360209012525227,5.699999999999999,259,49,0.0,-10,0.0,-10.0,0.0,0.0,2.7597382068634033,1.4494128428744797,5.9,2019,386,0.0,-22,0.0,-22.0,0.0
"""How to fix Nest Thermostat that wont connect after changing the Wi-Fi password?""",0.0,0.7002685070037842,0.0,5.55,239,47,0.0,-27,0.0,-27.0,0.0,0.0,3.037853479385376,1.3167191989816447,5.9,2129,438,0.0,-6,0.0,-6.0,0.0
"""Why is Nest Thermostat not connecting to Wi-Fi after a power outage?""",0.0,0.8266570568084717,2.4193829636202717,5.55,377,72,0.0,-5,0.0,-5.0,0.0,0.0,2.067064046859741,0.9675558931219272,6.050000000000001,1499,286,0.0,0,0.0,0.0,0.0
"""How to prevent unauthorized pairing of Nest Thermostat?""",0.0,0.5576539039611816,1.7932269332236608,5.4,181,29,0.0,0,0.0,-26.0,0.0,0.0,2.167672634124756,1.383972816177796,5.95,1726,308,0.0,-12,0.0,-12.0,0.0
"""How to restrict Nest Thermostat integration with deprecated systems?""",0.0,0.4845731258392334,2.0636720170327423,5.35,140,24,0.0,-15,0.0,-15.0,0.0,0.0,2.308199882507324,1.2997141290644871,5.85,1794,327,0.0,0,0.0,-23.0,0.0
"""How to protect Nest Thermostat from unauthorized smart hub integration?""",0.0,0.5629844665527344,0.0,5.65,217,33,0.0,-21,0.0,-21.0,0.0,0.0,2.8469226360321045,1.4050258863285834,5.75,2394,406,0.0,-6,0.0,-6.0,0.0
"""How to secure Nest Thermostat after network security updates?""",0.0,0.6452910900115967,1.549688218975006,5.35,283,44,0.0,-27,0.0,-27.0,0.0,0.0,2.313089370727539,0.8646444989593984,6.05,1814,329,0.0,-22,0.0,-22.0,0.0
"""How to restrict guest network access to Nest Thermostat?""",0.0,0.662348747253418,0.0,5.45,288,48,0.0,-9,0.0,-9.0,0.0,0.0,2.9726173877716064,1.3456154890485876,6.0,2076,437,0.0,-7,0.0,-7.0,0.0
"""How to avoid phishing attempts targeting Nest Thermostat users?""",0.0,0.5941915512084961,1.6829589683102397,5.45,229,36,0.0,-21,0.0,-21.0,0.0,0.0,2.7661426067352295,1.4460570435741051,6.1,2171,392,0.0,-21,0.0,-21.0,0.0
"""How to manage Nest Thermostat user access after an account change?""",0.0,0.48388051986694336,0.0,5.699999999999999,137,21,0.0,0,0.0,0.0,0.0,0.0,2.888516902923584,1.0385952725299903,6.05,2067,415,0.0,-19,0.0,-19.0,0.0
"""How to revoke third-party permissions after unlinking Nest Thermostat from smart home systems?""",0.0,1.6063549518585205,1.245054835287582,6.05,1041,182,0.0,-13,0.0,-13.0,0.0,0.0,2.5822925567626953,1.161758373249962,6.25,1886,358,0.0,-19,0.0,-19.0,0.0
"""How to protect Nest Thermostat from unauthorized app updates?""",0.0,0.6386971473693848,1.5656872809246312,5.45,290,43,0.0,-27,0.0,-27.0,0.0,0.0,1.7974562644958496,1.669025310522119,6.2,1452,255,0.0,0,0.0,-23.0,0.0
"""How to prevent unauthorized firmware updates on Nest Thermostat?""",0.0,0.605633020401001,0.0,5.4,228,39,0.0,-2,0.0,-2.0,0.0,0.0,2.4640939235687256,1.2174860589952208,5.95,1938,344,0.0,-4,0.0,-4.0,0.0
"""How to ensure that Nest Thermostat software is up to date with security patches?""",0.0,0.5780866146087646,3.4596891701995203,5.4,243,38,0.0,0,0.0,-27.0,0.0,0.0,1.7720839977264404,1.1286146720841532,5.800000000000001,1329,259,0.0,0,0.0,-23.0,0.0
"""How to manage Nest Thermostat linked devices after upgrading your router?""",0.0,0.6329433917999268,1.5799201207500897,5.7,219,36,0.0,-7,0.0,-7.0,0.0,0.0,2.698073625564575,1.4825392317316433,5.95,2019,396,0.0,-9,0.0,-9.0,0.0
"""How to prevent Nest Thermostat from being controlled by deprecated mobile devices?""",0.0,0.5808181762695312,1.7217092041125037,5.449999999999999,201,32,0.0,-21,0.0,-21.0,0.0,0.0,1.8703789710998535,1.6039530204061507,5.9,1504,259,0.0,-23,0.0,-23.0,0.0
"""Why are my Philips Hue lights unreachable in the app?""",0.0,0.8832578659057617,2.264344397260075,5.8,466,79,0.0,-21,0.0,-21.0,0.0,0.0,2.774122714996338,1.0814229607731551,6.0,2145,390,0.0,-13,0.0,-13.0,0.0
"""How to resolve Philips Hue lights not syncing with music?""",0.0,0.5573534965515137,1.7941934628316538,4.800000000000001,175,32,0.0,0,0.0,0.0,0.0,0.0,3.032874345779419,1.6486011057328622,6.050000000000001,2322,428,0.0,-13,0.0,-13.0,0.0
"""How to fix delayed response from Philips Hue lights?""",0.0,0.538588285446167,1.8567058122526552,5.65,181,27,0.0,-18,0.0,-18.0,0.0,0.0,2.3779420852661133,1.2615950651565306,5.9,1852,323,0.0,0,0.0,-22.0,0.0
"""Why is the Philips Hue Bridge light flashing?""",0.0,0.507056474685669,0.0,5.65,163,28,0.0,-2,0.0,-2.0,0.0,0.0,1.7852342128753662,1.1203011826545302,5.95,1371,236,0.0,-21,0.0,-21.0,0.0
"""How to resolve Philips Hue lights not responding to motion sensors?""",0.0,0.6119542121887207,1.6341091867355269,5.199999999999999,186,30,0.0,-23,0.0,-23.0,0.0,0.0,2.639052391052246,1.1367716723516619,6.0,2051,357,0.0,-13,0.0,-13.0,0.0
"""How to resolve Philips Hue lights not working after a firmware update?""",0.0,0.6252655982971191,1.5993203571793548,5.699999999999999,176,33,0.0,-10,0.0,-10.0,0.0,0.0,2.0203917026519775,1.4848605822634773,5.95,1532,276,0.0,-11,0.0,-11.0,0.0
"""What if Philips Hue lights are not pairing with the new bridge?""",0.0,0.6092092990875244,1.6414719891805898,5.45,241,40,0.0,-16,0.0,-16.0,0.0,0.0,2.296720504760742,1.3062103089090071,6.1,1701,319,0.0,-9,0.0,-9.0,0.0
"""What if Philips Hue lights are not grouping correctly in the app?""",0.0,0.5047471523284912,1.9811899787565062,5.3,161,27,0.0,0,0.0,-27.0,0.0,0.0,2.2687768936157227,1.763064500196005,6.2,1793,314,0.0,-21,0.0,-21.0,0.0
"""Why are Philips Hue lights not turning on after a power cycle?""",0.0,0.586453914642334,1.7051638245272702,5.35,234,38,0.0,-20,0.0,-20.0,0.0,0.0,2.2918953895568848,1.3089602665414077,6.2,1775,319,0.0,-23,0.0,-23.0,0.0
"""What if Philips Hue lights are not responding to Siri commands after a firmware update?""",0.0,0.5763394832611084,1.7350884835111051,5.3,218,37,0.0,-11,0.0,-11.0,0.0,0.0,3.2694997787475586,1.2234287416079588,6.0,2403,463,0.0,-21,0.0,-21.0,0.0
"""How to fix Philips Hue lights that are not turning on with motion detection?""",0.0,0.5268981456756592,1.8979000176935108,5.55,201,32,0.0,-20,0.0,-20.0,0.0,0.0,2.0480899810791016,0.9765195955631544,5.95,1524,277,0.0,0,0.0,0.0,0.0
"""What if Philips Hue lights are not dimming when using the Hue Dimmer Switch?""",0.0,0.6506392955780029,0.0,5.35,231,41,0.0,0,0.0,0.0,0.0,0.0,2.571936845779419,1.5552481417123307,6.15,1895,343,0.0,0,0.0,0.0,0.0
"""Why are Philips Hue lights not reconnecting after a power outage?""",0.0,0.5238876342773438,1.9088062679317148,5.3,169,29,0.0,-7,0.0,-7.0,0.0,0.0,3.596996545791626,1.3900485964742642,6.2,2826,498,0.0,-22,0.0,-22.0,0.0
"""How to fix Philips Hue lights that are not turning on with smart button commands?""",0.0,0.6598563194274902,0.0,5.7,299,49,0.0,0,0.0,-28.0,0.0,0.0,2.1759278774261475,0.9191481118231518,6.0,1703,300,-0.0625,-23,0.0,-23.0,0.0
"""How to fix Philips Hue lights that are not responding after being reset?""",0.0,0.6070904731750488,1.6472009431627992,5.65,235,42,0.0,-2,0.0,-2.0,0.0,0.0,3.6432759761810303,1.0979129843996946,6.0,2739,519,-0.25,-6,-1.0,-6.0,0.0
"""How to unlink Philips Hue from smart speakers for privacy reasons?""",0.0,0.6205341815948486,1.6115147717229186,5.699999999999999,216,39,0.0,-8,0.0,-8.0,0.0,0.0,2.9016849994659424,1.7231367294937374,5.800000000000001,1932,408,0.0,-21,0.0,-21.0,0.0
"""How to prevent Philips Hue from sharing usage data with connected services?""",0.0,0.5416507720947266,1.8462080209600933,5.699999999999999,201,31,0.0,-16,0.0,-16.0,0.0,0.0,1.3578276634216309,2.209411459801616,5.9,1055,186,0.0,0,0.0,-23.0,0.0
"""How to ensure Philips Hue firmware updates are secure?""",0.0,0.48659253120422363,0.0,5.3,146,21,0.0,-12,0.0,-12.0,0.0,0.0,2.172881841659546,1.3806549175764193,6.2,1663,301,0.0,0,0.0,-22.0,0.0
"""How to prevent Philips Hue from automatically connecting to new devices?""",0.0,0.5476596355438232,0.0,5.4,197,29,0.0,-8,0.0,-8.0,0.0,0.0,1.3838536739349365,0.7226197529664019,6.0,936,187,0.0,-21,0.0,-21.0,0.0
"""How to limit voice assistant integration with Philips Hue for security?""",0.0,0.5189802646636963,1.9268555436275023,5.75,130,22,0.0,-2,0.0,-2.0,0.0,0.0,2.8948872089385986,1.381746407130956,5.9,2451,407,0.0,-21,0.0,-21.0,0.0
"""How to prevent Philips Hue from being added to unauthorized smart hubs?""",0.0,0.6036257743835449,3.31331113560082,5.55,202,30,0.0,-17,0.0,-17.0,0.0,0.0,2.6634390354156494,1.501817742704984,5.1,2084,359,0.0,0,0.0,0.0,0.0
"""How to control what information is shared between Philips Hue and other smart devices?""",0.0,0.5578515529632568,0.0,5.6,224,33,0.0,0,0.0,-27.0,0.0,0.0,2.5356788635253906,1.1831151188557116,5.95,2052,362,0.0,-14,0.0,-14.0,0.0
"""How to ensure Philips Hue system integrity after a network change?""",0.0,0.546788215637207,0.0,5.300000000000001,188,29,0.0,-7,0.0,-7.0,0.0,0.0,2.9508118629455566,1.3555591429695462,6.05,2170,425,0.0,-21,0.0,-21.0,0.0
"""How to manage security settings after adding new Philips Hue lights?""",0.0,0.5379042625427246,1.8590668816640261,5.3,225,32,0.0,0,0.0,-27.0,0.0,0.0,3.4297947883605957,1.1662505329982806,6.25,2671,477,0.0,-16,0.0,-16.0,0.0
"""How to ensure that Philips Hue system is not controlled via unauthorized voice assistants?""",0.0,0.7018663883209229,0.0,5.699999999999999,310,52,0.0,-17,0.0,-17.0,0.0,0.0,2.3428032398223877,1.7073563549892978,5.95,1918,331,0.0,-4,0.0,-4.0,0.0
"""Why is TP-Link smart plug not appearing in Google Home?""",0.0,1.0863382816314697,0.9205235762264442,5.75,565,105,0.0,-20,0.0,-20.0,0.0,0.0,2.896484375,1.0357383681726622,6.05,2196,419,0.0,-10,0.0,-10.0,0.0
"""What if TP-Link smart plug is not connecting after a firmware update?""",0.0,0.5530121326446533,1.8082785909564798,5.300000000000001,164,33,0.0,0,0.0,-27.0,0.0,0.0,2.70102858543396,1.1106879861170071,6.0,1910,381,0.0,-7,0.0,-7.0,0.0
"""How to fix TP-Link smart plug that is not syncing with group settings?""",0.0,0.6224925518035889,0.0,5.35,167,33,0.0,0,0.0,-27.0,0.0,0.0,4.061435699462891,1.477310105092305,6.2,3028,589,0.0,0,0.0,0.0,0.0
"""How to fix TP-Link smart bulb that is not following HomeKit automations?""",0.0,0.568547248840332,1.7588687695529532,5.15,181,29,0.0,-8,0.0,-8.0,0.0,0.0,2.755960702896118,1.4513995050061816,6.05,2032,391,0.0,-21,0.0,-21.0,0.0
"""What if TP-Link smart bulb is not updating its status in the app?""",0.0,0.5660276412963867,0.0,5.3,151,29,0.0,-4,0.0,-4.0,0.0,0.0,2.1690285205841064,0.4610358925714898,6.2,1536,292,0.0,-16,0.0,-16.0,0.0
"""Why is TP-Link smart plug flashing rapidly?""",0.0,0.5140869617462158,0.0,5.45,155,30,0.0,-21,0.0,-21.0,0.0,0.0,1.705916166305542,1.7585858316219487,6.050000000000001,1240,241,0.0,-3,0.0,-3.0,0.0
"""How to troubleshoot TP-Link smart plug that wont change colors with scenes?""",0.0,0.6732726097106934,1.4852824629687722,5.7,261,47,0.0,-21,0.0,-21.0,0.0,0.0,2.345759391784668,1.278903544202368,5.95,1750,338,0.0,-19,0.0,-19.0,0.0
"""Why is TP-Link smart plug not showing status changes in real-time?""",0.0,0.9049251079559326,1.1050638237448582,5.85,431,82,0.0,0,0.0,0.0,0.0,0.0,2.0769095420837402,0.9629692384161442,5.95,1628,296,0.0,-21,0.0,-21.0,0.0
"""What if TP-Link smart bulb is not connecting after router firmware update?""",0.0,0.5775191783905029,0.0,5.5,178,35,0.0,-13,0.0,-13.0,0.0,0.0,2.6558239459991455,1.5061239304004685,6.0,1974,370,0.0,-21,0.0,-21.0,0.0
"""What if TP-Link smart bulb is not syncing with Apple Shortcuts?""",0.0,0.7232253551483154,1.3826948860138006,5.75,265,53,0.0,-21,0.0,-21.0,0.0,0.0,1.907947063446045,1.5723706687023817,5.95,1244,257,0.0,-7,0.0,-7.0,0.0
"""What if TP-Link smart bulb is not adjusting color temperature correctly?""",0.0,0.5428900718688965,1.8419935302124706,5.6,163,26,0.0,0,0.0,-26.0,0.0,0.0,2.6162302494049072,1.1466880641268098,5.95,1900,357,0.0,-14,0.0,-14.0,0.0
"""How to resolve TP-Link smart plug that is not syncing with motion sensor commands?""",0.0,0.741436243057251,0.0,5.65,275,50,0.0,-20,0.0,-20.0,0.0,0.0,1.8300411701202393,1.6393073822499271,5.85,1328,251,0.0,0,0.0,-23.0,0.0
"""How to resolve TP-Link smart plug that wont change brightness via Google Home?""",0.0,0.9112882614135742,1.0973476147375467,5.7,384,78,0.0,0,0.0,-25.0,0.0,0.0,2.730126142501831,1.4651337671652043,5.95,2032,392,0.0,-19,0.0,-19.0,0.0
"""How to secure TP-Link smart plug from unauthorized access?""",0.0,1.3145322799682617,1.5214536991433267,5.95,733,141,0.0,-4,0.0,-4.0,0.0,0.0,2.9418041706085205,1.3597098134416281,6.2,2318,418,0.0,-21,0.0,-21.0,0.0
"""How to prevent unauthorized changes to TP-Link plug settings?""",0.0,0.5175826549530029,1.9320585619147395,5.75,157,27,0.0,0,0.0,0.0,0.0,0.0,2.1119258403778076,1.4205044242759612,6.0,1607,293,0.0,-21,0.0,-21.0,0.0
"""How to ensure TP-Link device data is not shared with third parties?""",0.0,0.8395578861236572,1.1911030990580476,5.6,445,74,0.0,-9,0.0,-9.0,0.0,0.0,2.486884117126465,0.8042192180271569,6.15,1829,358,0.0,-12,0.0,-12.0,0.0
"""How to prevent unauthorized smart hubs from controlling TP-Link plugs?""",0.0,0.581681489944458,1.719153896569748,5.5,181,32,0.0,-4,0.0,-4.0,0.0,0.0,2.1837475299835205,1.3737851829520067,6.15,1682,305,0.0,-14,0.0,-14.0,0.0
"""How to verify security settings after adding a new TP-Link plug?""",0.0,0.5549523830413818,1.8019564030342101,5.4,209,34,0.0,-8,0.0,-8.0,0.0,0.0,3.7218785285949707,0.8060445758641992,6.05,3046,540,0.0,-8,0.0,-8.0,0.0
"""How to control TP-Link data shared with other smart devices?""",0.0,1.7054212093353271,1.759096218329158,5.8,1115,200,0.0,-28,0.0,-28.0,0.0,0.0,2.131106376647949,0.9384796657344034,5.9,1439,295,0.0,-14,0.0,-14.0,0.0
"""How to maintain TP-Link system integrity after network changes?""",0.0,1.0862255096435547,0.9206191450337813,5.8,663,108,0.0,0,0.0,0.0,0.0,0.0,3.041904926300049,1.3149654893606204,6.0,2461,448,0.0,-22,0.0,-22.0,0.0
"""How to disable data sharing with TP-Link cloud services?""",0.0,0.37783288955688477,2.6466727160038173,5.4,48,9,0.0,-23,0.0,-23.0,0.0,0.0,1.7252471446990967,1.1592542008523923,6.0,1111,237,0.0,0,0.0,0.0,0.0
"""How to protect TP-Link smart plug from potential hacking attempts?""",0.0,2.3178913593292236,0.8628532100744379,5.85,1607,281,0.0,-21,0.0,-21.0,0.0,0.0,2.0446207523345947,1.4672647710205002,6.2,1613,288,0.0,-11,0.0,-11.0,0.0
"""How to limit TP-Link integration to only essential third-party services?""",0.0,0.5885357856750488,1.6991320227960915,5.45,218,38,0.0,-9,0.0,-9.0,0.0,0.0,3.0899033546447754,0.970904153196404,6.0,2375,438,0.0,-15,0.0,-15.0,0.0
"""How to protect TP-Link plugs from rogue firmware installations?""",0.0,0.5145328044891357,0.0,5.2,111,21,0.0,-5,0.0,-5.0,0.0,0.0,2.4467146396636963,1.6348453289794835,6.25,1775,328,0.0,0,0.0,-22.0,0.0
"""How to disable Kasa integration with old or unused systems?""",0.0,0.5895712375640869,1.6961478720221663,5.4,209,38,0.0,-23,0.0,-23.0,0.0,0.0,1.5788660049438477,1.9000979124306558,6.4,1104,225,0.0,0,0.0,0.0,0.0
"""How to secure TP-Link system when using public Wi-Fi?""",0.0,1.0922579765319824,0.9155346277938667,5.9,612,103,0.0,-8,0.0,-8.0,0.0,0.0,3.1196885108947754,1.602724112531875,6.1,2533,441,0.0,-21,0.0,-21.0,0.0
"""How to delete account-related data from TP-Link system?""",0.0,0.5496232509613037,0.0,5.6,195,34,0.0,-15,0.0,-15.0,0.0,0.0,1.8158891201019287,1.1013888336358115,5.95,1384,263,0.0,-23,0.0,-23.0,0.0
"""How to prevent unauthorized pairing of TP-Link devices?""",0.0,0.5900375843048096,1.6948072912631562,5.5,214,36,0.0,0,0.0,0.0,0.0,0.0,3.0613057613372803,1.3066319772814432,6.2,2417,436,0.0,-5,0.0,-5.0,0.0
"""How to manage access control settings for TP-Link devices?""",0.0,0.5028252601623535,1.9887624573121245,5.550000000000001,158,26,0.0,0,0.0,-27.0,0.0,0.0,2.29219126701355,1.3087913051468276,5.95,1760,337,0.0,-20,0.0,-20.0,0.0
"""How to secure TP-Link devices in case of stolen mobile device?""",0.0,0.595667839050293,1.6787879661145502,5.449999999999999,221,37,0.0,-12,0.0,-12.0,0.0,0.0,2.303478717803955,1.3023779975966934,6.25,1788,319,0.0,-11,0.0,-11.0,0.0
"""How to prevent unauthorized modifications to TP-Link schedules?""",0.0,0.6211881637573242,1.6098181812584478,5.45,203,32,0.0,0,0.0,0.0,0.0,0.0,2.3300774097442627,0.8583405820069011,5.95,1872,327,0.0,0,0.0,0.0,0.0
"""How to prevent data leaks from TP-Link devices?""",0.0,0.5530784130096436,1.808061888657543,5.300000000000001,173,33,0.0,-9,0.0,-9.0,0.0,0.0,2.4573559761047363,1.2208243450166536,6.25,1919,342,0.0,0,0.0,-23.0,0.0
"""How to check which devices are linked to my TP-Link account?""",0.0,0.6527528762817383,1.531973333760501,5.5,275,50,0.0,-21,0.0,-21.0,0.0,0.0,1.9816629886627197,1.5138800175216345,6.15,1486,289,0.0,-20,0.0,-20.0,0.0
"""How to secure TP-Link devices when moving to a new location?""",0.0,0.5785574913024902,1.7284366982230557,5.4,187,35,0.0,-26,0.0,-26.0,0.0,0.0,2.617112874984741,1.146301341709461,6.25,2048,371,0.0,0,0.0,0.0,0.0
"""How to protect TP-Link plugs from being accessed through a compromised router?""",0.0,0.6539394855499268,1.5291934836419094,5.45,262,41,0.0,-2,0.0,-2.0,0.0,0.0,2.6911416053771973,1.1147685406090717,6.2,2129,382,0.0,0,0.0,0.0,0.0
"""What to do if TP-Link Kasa Smart Plug does not power on?""",0.0,0.672170877456665,1.4877169385643354,5.75,251,48,0.0,-22,0.0,-22.0,0.0,0.0,2.2668800354003906,1.3234048353468493,6.0,1697,322,0.0,-21,0.0,-21.0,0.0
"""How to reset the TP-Link Kasa Smart Plug to factory settings?""",0.0,0.5757095813751221,1.7369868981741865,5.35,210,38,0.0,-19,0.0,-19.0,0.0,0.0,1.3524293899536133,0.739410136623391,6.2,981,188,0.0,0,0.0,-23.0,0.0
"""How to fix TP-Link Kasa Smart Plug losing connection intermittently?""",0.0,0.8238050937652588,1.2138793600211462,5.85,400,71,0.0,-13,0.0,-13.0,0.0,0.0,2.85482120513916,1.4011385346302037,6.0,2189,399,0.0,-8,0.0,-8.0,0.0
"""What to do if TP-Link Kasa Smart Plug fails to respond after a power outage?""",0.0,0.6110062599182129,1.6366444431075828,5.45,206,43,0.0,-4,0.0,-4.0,0.0,0.0,1.832484483718872,1.6371216382212297,5.95,1246,250,0.0,-7,0.0,-7.0,0.0
"""How to disable remote control for TP-Link Kasa Smart Plug?""",0.0,0.5878696441650391,1.701057385637605,5.65,193,37,0.0,-9,0.0,-9.0,0.0,0.0,1.8579635620117188,1.0764473754440436,5.95,1337,265,0.0,-19,0.0,-19.0,0.0
"""How to enable local-only control for TP-Link Kasa Smart Plug?""",0.0,1.402449131011963,0.713038339777445,5.8,839,147,0.0,-16,0.0,-16.0,0.0,0.0,1.8379411697387695,1.0881741118419177,5.95,1182,258,0.0,-21,0.0,-21.0,0.0
"""How to fix Wemo Mini Smart Plug not responding to voice commands via Google Home?""",0.0,0.9296910762786865,2.1512522288656433,5.449999999999999,384,79,0.0,-11,0.0,-11.0,0.0,0.0,3.96620774269104,1.512780063287319,5.95,2577,564,0.0,-21,0.0,-21.0,0.0
"""How to fix Wemo Mini Smart Plug not showing in Alexa Routines?""",0.0,0.8144397735595703,1.2278378739148694,5.85,315,59,0.0,-28,0.0,-28.0,0.0,0.0,2.397040605545044,0.8343621694899979,6.0,1547,337,0.0,0,0.0,0.0,0.0
"""How to fix Wemo Mini Smart Plug that is unresponsive after a power outage?""",0.0,1.0423316955566406,1.9187750008223856,5.8,417,90,0.0,0,0.0,-27.0,0.0,0.0,2.4645116329193115,1.6230396101894098,6.0,1716,348,0.0,0,0.0,0.0,0.0
"""How to group multiple Wemo Mini Smart Plugs for simultaneous control?""",0.0,0.652153491973877,1.533381347038999,5.5,249,46,0.0,-27,0.0,-27.0,0.0,0.0,1.940622329711914,1.5458958469503827,5.95,1315,273,0.0,-19,0.0,-19.0,0.0
"""How to fix Wemo Mini Smart Plug not showing in the Home app on iOS?""",0.0,0.7940449714660645,1.2593745139557604,5.85,321,61,0.0,0,0.0,0.0,0.0,0.0,2.6842145919799805,1.490193821295547,6.05,1936,382,0.0,-12,0.0,-12.0,0.0
"""How to fix Wemo Mini Smart Plug that is stuck on blinking orange?""",0.0,0.6843180656433105,0.0,5.5,224,43,0.0,-4,0.0,-4.0,0.0,0.0,2.6553573608398438,1.5063885784224815,6.0,1896,380,0.0,0,0.0,-23.0,0.0
"""How to fix Wemo Mini Smart Plug if Away Mode is not working?""",0.0,0.7083868980407715,1.4116579552287754,5.5,242,46,0.0,-24,0.0,-24.0,0.0,0.0,2.1634671688079834,1.8488840772212018,6.15,1645,304,0.0,-9,0.0,-9.0,0.0
