question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_response_size,rag_token_count,rag_gpu_memory_used_nvml,rag_gpu_utilization_nvml,rag_gpu_memory_used_smi,rag_gpu_utilization_smi,rag_gpu_utilization_torch_diff,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_response_size,no_context_token_count,no_context_gpu_memory_used_nvml,no_context_gpu_utilization_nvml,no_context_gpu_memory_used_smi,no_context_gpu_utilization_smi,no_context_gpu_utilization_torch_diff
"""How to fix LIFX bulb that is not appearing in HomeKit?""",0.0,0.6162340641021729,1.6227600164493479,5.6,328,88,0.0,0,0.0,0.0,0.0,0.0,2.235093593597412,2.2370427861821396,6.050000000000001,2515,520,0.0,-5,0.0,-5.0,0.0
"""How to resolve LIFX bulb that is not working with IFTTT?""",0.0,0.5365815162658691,1.863649733892482,5.35,244,55,0.0,-10,0.0,-10.0,0.0,0.0,2.262505531311035,1.767951478855578,6.2,2473,550,0.0,0,0.0,-23.0,0.0
"""How to resolve LIFX bulb that is not syncing with motion sensor commands?""",0.0,0.5800950527191162,1.7238554187165505,5.15,317,64,0.0,-21,0.0,-21.0,0.0,0.0,2.516617774963379,1.589434851725569,6.25,2779,573,0.0,-23,0.0,-23.0,0.0
"""How to resolve LIFX bulb that wont change brightness via Google Home?""",0.0,0.5662214756011963,1.7660933805757222,5.2,329,66,0.0,-28,0.0,-28.0,0.0,0.0,2.082228660583496,1.9210186065152723,6.25,2140,492,0.0,-6,0.0,-6.0,0.0
"""How to troubleshoot LIFX bulb that is not following app automations?""",0.0,0.5316689014434814,3.7617396740164164,5.449999999999999,273,58,0.0,0,0.0,-28.0,0.0,0.0,2.6853573322296143,1.8619495960515524,6.15,3179,622,0.0,-20,0.0,-20.0,0.0
"""How to prevent unauthorized pairing of LIFX bulbs?""",0.0,0.5302116870880127,1.886039150688348,5.25,232,41,0.0,-10,0.0,-10.0,0.0,0.0,2.0497870445251465,1.4635666705050785,6.050000000000001,2545,471,0.0,-18,0.0,-18.0,0.0
"""How to manage linked accounts in the LIFX app for security?""",0.0,0.45555567741394043,2.195121364038807,5.35,212,38,0.0,-19,0.0,-19.0,0.0,0.0,2.140033721923828,1.8691294249346624,5.25,2530,505,0.0,0,0.0,0.0,0.0
"""How to restrict LIFX app access to specific devices?""",0.0,0.4580044746398926,0.0,5.6,203,37,0.0,-21,0.0,-21.0,0.0,0.0,1.127342700958252,2.661125137413295,5.800000000000001,1222,249,0.0,-12,0.0,-12.0,0.0
"""How to prevent LIFX bulb from being controlled by unauthorized smart speakers?""",0.0,0.6534125804901123,0.0,5.75,430,81,0.0,0,0.0,-25.0,0.0,0.0,1.9201972484588623,2.0831193270434296,5.75,2429,435,0.0,-5,0.0,-5.0,0.0
"""How to prevent unauthorized voice commands from controlling LIFX bulbs?""",0.0,0.49837327003479004,2.006528158962625,5.55,207,35,0.0,-27,0.0,-27.0,0.0,0.0,1.9005308151245117,1.5785063710230953,5.95,2240,423,0.0,-17,0.0,-17.0,0.0
"""How to maintain LIFX system integrity after network changes?""",0.0,0.5582737922668457,1.7912357947881745,5.4,247,84,0.0,-2,0.0,-2.0,0.0,0.0,2.3664345741271973,1.6903066088254624,6.25,2812,545,0.0,-18,0.0,-18.0,0.0
"""How to fix Nest Thermostat not detecting the HVAC system?""",0.0,0.49161529541015625,0.0,5.300000000000001,256,52,0.0,-21,0.0,-21.0,0.0,0.0,2.4326441287994385,2.0553766746254873,6.25,3065,611,0.0,-11,0.0,-11.0,0.0
"""How to fix Nest Thermostat Wi-Fi disconnecting frequently?""",0.0,1.7142605781555176,1.7500256601756834,5.85,1888,351,0.0,-9,0.0,-9.0,0.0,0.0,2.5177764892578125,1.5887033726247561,6.0,3138,612,0.0,-27,0.0,-27.0,0.0
"""What if the Nest Thermostat is not recognizing the heating system?""",0.0,0.5028455257415771,1.988682306607639,5.65,277,53,0.0,-16,0.0,-16.0,0.0,0.0,1.9528331756591797,2.0483060457267643,6.0,2415,484,0.25,-19,0.0,-19.0,0.0
"""How to fix Nest Thermostat that is showing Low Battery?""",0.0,0.5125534534454346,1.9510160223816508,6.3,274,53,0.0,0,0.0,-28.0,0.0,0.0,2.1728169918060303,1.8409281661017838,5.95,2527,527,-0.0625,-17,0.0,-17.0,0.0
"""What if Nest Thermostat is not triggering the fan when needed?""",0.0,0.504101037979126,0.0,5.800000000000001,295,53,0.0,-21,0.0,-21.0,0.0,0.0,2.192445993423462,1.8244463088253078,5.95,2793,531,0.0,-7,0.0,-7.0,0.0
"""How to fix Nest Thermostat that wont power on after installation?""",0.0,0.6176674365997314,0.0,5.55,445,82,0.0,-7,0.0,-7.0,0.0,0.0,2.4873509407043457,1.6081365659111964,6.0,3023,623,0.0,-6,0.0,-6.0,0.0
"""How to fix Nest Thermostat that keeps losing power?""",0.0,0.6283998489379883,1.5913434761149543,5.65,435,84,0.0,0,0.0,-28.0,0.0,0.0,2.4180498123168945,2.0677820508626947,5.95,2973,613,0.0,0,0.0,-24.0,0.0
"""How to troubleshoot Nest Thermostat not recognizing the fan system?""",0.0,0.49058103561401367,0.0,5.65,264,52,0.0,0,0.0,0.0,0.0,0.0,2.331507444381714,2.144535292841993,6.0,2950,570,0.0,-21,0.0,-21.0,0.0
"""What if Nest Thermostat is not displaying the correct humidity level?""",0.0,0.5001838207244873,1.999264987321358,5.35,293,58,0.0,-13,0.0,-13.0,0.0,0.0,1.7648375034332275,2.2664976193093147,6.15,2173,411,0.0,-23,0.0,-23.0,0.0
"""How to fix Nest Thermostat that wont connect after changing the Wi-Fi password?""",0.0,0.5451867580413818,1.8342338386814003,5.4,304,63,0.0,-2,0.0,-2.0,0.0,0.0,2.1846001148223877,1.8309987136137624,5.95,2729,535,0.0,-11,0.0,-11.0,0.0
"""Why is Nest Thermostat not connecting to Wi-Fi after a power outage?""",0.0,0.43918919563293457,2.2769230435141905,5.550000000000001,217,44,0.0,-16,0.0,-16.0,0.0,0.0,2.1908273696899414,1.82579424346263,6.05,2688,533,0.0,-15,0.0,-15.0,0.0
"""How to prevent unauthorized pairing of Nest Thermostat?""",0.0,0.4198489189147949,0.0,5.5,175,28,0.0,-21,0.0,-21.0,0.0,0.0,1.7296664714813232,1.7344384304507787,6.05,2088,408,0.0,-23,0.0,-23.0,0.0
"""How to restrict Nest Thermostat integration with deprecated systems?""",0.0,0.4239075183868408,0.0,8.1,211,35,0.0,-6,0.0,-6.0,0.0,0.0,1.8595571517944336,2.1510497787820064,6.2,2345,446,0.0,-8,0.0,-8.0,0.0
"""How to protect Nest Thermostat from unauthorized smart hub integration?""",0.0,0.4602036476135254,2.1729510515316517,5.35,256,41,0.0,-5,0.0,-5.0,0.0,0.0,2.1286308765411377,1.8791421491074152,6.0,2782,491,0.0,-1,0.0,-1.0,0.0
"""How to secure Nest Thermostat after network security updates?""",0.0,0.46466708183288574,0.0,5.5,233,41,0.0,-21,0.0,-21.0,0.0,0.0,1.9433982372283936,2.0582502975327253,6.05,2513,465,0.0,-21,0.0,-21.0,0.0
"""How to restrict guest network access to Nest Thermostat?""",0.0,0.4301283359527588,2.3248875194051872,5.25,168,33,0.0,-6,0.0,-6.0,0.0,0.0,1.5486009120941162,1.9372324893848658,6.15,1934,365,0.0,-7,0.0,-7.0,0.0
"""How to avoid phishing attempts targeting Nest Thermostat users?""",0.0,0.5025985240936279,1.9896596429603202,5.6,294,49,0.0,-27,0.0,-27.0,0.0,0.0,2.106509208679199,2.3735951304643987,6.15,2662,496,0.0,-14,0.0,-14.0,0.0
"""How to manage Nest Thermostat user access after an account change?""",0.0,0.4291982650756836,2.329925541110515,5.5,171,29,0.0,-1,0.0,-1.0,0.0,0.0,2.368014097213745,2.111473916427468,5.95,2569,567,0.0,-6,0.0,-6.0,0.0
"""How to revoke third-party permissions after unlinking Nest Thermostat from smart home systems?""",0.0,0.4930002689361572,2.0283964594145285,5.6,277,46,0.0,-21,0.0,-21.0,0.0,0.0,0.9919803142547607,1.008084521062653,5.9,1008,227,0.0,-12,0.0,-12.0,0.0
"""How to protect Nest Thermostat from unauthorized app updates?""",0.0,0.4281609058380127,0.0,5.45,222,35,0.0,-21,0.0,-21.0,0.0,0.0,1.7935731410980225,1.115092523506014,6.0,2338,423,0.0,-21,0.0,-21.0,0.0
"""How to prevent unauthorized firmware updates on Nest Thermostat?""",0.0,0.4501335620880127,2.221562852060753,5.55,256,45,0.0,-5,0.0,-5.0,0.0,0.0,1.5834860801696777,1.8945540712803208,5.95,2017,383,0.0,-3,0.0,-3.0,0.0
"""How to ensure that Nest Thermostat software is up to date with security patches?""",0.0,0.43380069732666016,2.3052060685082134,5.35,222,37,0.0,-15,0.0,-15.0,0.0,0.0,1.0754036903381348,1.8597667257127883,6.0,1262,244,0.0,-19,0.0,-19.0,0.0
"""How to manage Nest Thermostat linked devices after upgrading your router?""",0.0,0.44527339935302734,2.245811228457595,5.25,199,38,0.0,-15,0.0,-15.0,0.0,0.0,1.9567070007324219,2.044250875835276,6.15,2505,460,0.0,-13,0.0,-13.0,0.0
"""How to prevent Nest Thermostat from being controlled by deprecated mobile devices?""",0.0,0.47353219985961914,2.1117888082279204,5.25,193,31,0.0,-24,0.0,-24.0,0.0,0.0,1.588881254196167,1.8881209606299323,5.95,1989,353,0.0,-18,0.0,-18.0,0.0
"""Why are my Philips Hue lights unreachable in the app?""",0.0,0.726787805557251,1.3759174168226176,5.7,614,100,0.0,-27,0.0,-27.0,0.0,0.0,1.8366122245788574,1.6334422475531931,6.0,2281,429,0.0,-14,0.0,-14.0,0.0
"""How to resolve Philips Hue lights not syncing with music?""",0.0,0.5694947242736816,1.7559425177746553,5.449999999999999,359,73,0.0,-18,0.0,-18.0,0.0,0.0,2.1591005325317383,1.852623321485597,6.25,2681,494,0.0,0,0.0,-23.0,0.0
"""How to fix delayed response from Philips Hue lights?""",0.0,0.5056908130645752,1.9774929149669829,5.050000000000001,237,40,0.0,-21,0.0,-21.0,0.0,0.0,2.3722853660583496,2.1076722351943316,6.05,2913,551,0.0,-12,0.0,-12.0,0.0
"""Why is the Philips Hue Bridge light flashing?""",0.0,0.4953429698944092,0.0,4.55,271,44,0.0,0,0.0,-28.0,0.0,0.0,2.022444009780884,1.9778050619227199,5.8,2547,469,0.0,0,0.0,0.0,0.0
"""How to resolve Philips Hue lights not responding to motion sensors?""",0.0,0.4351658821105957,2.297974269376122,5.35,204,34,0.0,-27,0.0,-27.0,0.0,0.0,2.353893756866455,2.1241400489778663,5.95,2983,550,0.0,-6,0.0,-6.0,0.0
"""How to resolve Philips Hue lights not working after a firmware update?""",0.0,0.643866777420044,3.1062326402564753,5.7,462,86,0.0,-21,0.0,-21.0,0.0,0.0,2.1921985149383545,2.2808153394545037,5.95,2705,499,0.0,-17,0.0,-17.0,0.0
"""What if Philips Hue lights are not pairing with the new bridge?""",0.0,0.49622368812561035,2.015220199939262,5.5,284,51,0.0,-21,0.0,-21.0,0.0,0.0,1.8518016338348389,1.6200439319124862,5.95,2366,429,0.0,-10,0.0,-10.0,0.0
"""What if Philips Hue lights are not grouping correctly in the app?""",0.0,0.49831318855285645,2.0067700855022017,5.3,291,52,0.0,-9,0.0,-9.0,0.0,0.0,2.341958999633789,1.2809788730158054,6.25,2868,556,0.0,0,0.0,0.0,0.0
"""Why are Philips Hue lights not turning on after a power cycle?""",0.0,0.5036578178405762,1.985474988329522,5.35,300,52,0.0,-17,0.0,-17.0,0.0,0.0,1.9526944160461426,1.5363386996692614,6.15,2461,452,0.0,-3,0.0,-3.0,0.0
"""What if Philips Hue lights are not responding to Siri commands after a firmware update?""",0.0,0.4103991985321045,2.4366519320111757,4.85,166,31,0.0,0,0.0,-28.0,0.0,0.0,1.9998605251312256,1.5001046134469334,5.9,2497,462,-0.125,-2,0.0,-2.0,0.0
"""How to fix Philips Hue lights that are not turning on with motion detection?""",0.0,0.6288163661956787,1.5902893972831247,5.9,465,86,0.0,-12,0.0,-12.0,0.0,0.0,2.429997682571411,2.057615131019305,5.95,3042,567,0.0,-9,0.0,-9.0,0.0
"""What if Philips Hue lights are not dimming when using the Hue Dimmer Switch?""",0.0,0.4486682415008545,2.2288183283385057,5.6,225,42,0.0,-13,0.0,-13.0,0.0,0.0,2.4006435871124268,1.6662198509907096,5.95,3004,564,0.0,-4,0.0,-4.0,0.0
"""Why are Philips Hue lights not reconnecting after a power outage?""",0.0,0.5133020877838135,1.948170529206341,5.6,229,42,0.0,-14,0.0,-14.0,0.0,0.0,1.908785104751587,1.5716803282528442,5.9,2359,426,-0.0625,0,0.0,0.0,0.0
"""How to fix Philips Hue lights that are not turning on with smart button commands?""",0.0,0.515369176864624,0.0,5.4,308,56,0.0,-21,0.0,-21.0,0.0,0.0,2.151771068572998,2.3236672678737422,6.1,2653,501,0.0,-10,0.0,-10.0,0.0
"""How to fix Philips Hue lights that are not responding after being reset?""",0.0,0.5281214714050293,1.8935037754451873,5.4,307,63,0.0,-21,0.0,-21.0,0.0,0.0,2.3672749996185303,1.6897065193712122,6.2,2834,563,0.0,-9,0.0,-9.0,0.0
"""How to unlink Philips Hue from smart speakers for privacy reasons?""",0.0,0.49321722984313965,2.027504189821441,5.1,214,39,0.0,-21,0.0,-21.0,0.0,0.0,1.9217677116394043,1.5610627558312915,6.0,2144,452,0.0,-12,0.0,-12.0,0.0
"""How to prevent Philips Hue from sharing usage data with connected services?""",0.0,0.4309074878692627,2.3206837387423436,5.300000000000001,186,29,0.0,-21,0.0,-21.0,0.0,0.0,1.7251651287078857,1.7389639693484549,5.800000000000001,2062,398,0.0,-10,0.0,-10.0,0.0
"""How to ensure Philips Hue firmware updates are secure?""",0.0,0.47378969192504883,0.0,5.7,261,42,0.0,-25,0.0,-25.0,0.0,0.0,2.4600977897644043,2.0324395317958546,5.95,3327,573,0.0,-21,0.0,-21.0,0.0
"""How to prevent Philips Hue from automatically connecting to new devices?""",0.0,0.435107946395874,2.2982802504155653,5.55,213,35,0.0,-21,0.0,-21.0,0.0,0.0,1.0991058349609375,0.9098304896507549,5.85,1254,247,0.0,-18,0.0,-18.0,0.0
"""How to limit voice assistant integration with Philips Hue for security?""",0.0,0.42903995513916016,0.0,5.45,206,33,0.0,-5,0.0,-5.0,0.0,0.0,1.9360716342926025,2.066039256580574,5.95,2418,440,0.0,-7,0.0,-7.0,0.0
"""How to prevent Philips Hue from being added to unauthorized smart hubs?""",0.0,0.45604920387268066,0.0,5.55,245,40,0.0,-27,0.0,-27.0,0.0,0.0,1.7241344451904297,2.320004690561398,5.95,2186,398,0.0,-20,0.0,-20.0,0.0
"""How to control what information is shared between Philips Hue and other smart devices?""",0.0,0.5176255702972412,1.9318983786385413,5.4,340,49,0.0,-3,0.0,-3.0,0.0,0.0,1.9988682270050049,2.501415517266065,5.85,2503,488,0.0,-10,0.0,-10.0,0.0
"""How to ensure Philips Hue system integrity after a network change?""",0.0,0.3979349136352539,0.0,5.449999999999999,158,24,0.0,-19,0.0,-19.0,0.0,0.0,2.4312915802001953,2.0565200985020153,5.95,3036,576,0.0,-21,0.0,-21.0,0.0
"""How to manage security settings after adding new Philips Hue lights?""",0.0,0.4993412494659424,2.0026384783352786,5.4,267,42,0.0,-21,0.0,-21.0,0.0,0.0,2.35046648979187,1.7017898435788648,5.95,2752,542,0.0,-9,0.0,-9.0,0.0
"""How to ensure that Philips Hue system is not controlled via unauthorized voice assistants?""",0.0,0.4519538879394531,0.0,5.3,195,34,0.0,0,0.0,0.0,0.0,0.0,1.7141497135162354,1.1667592300890697,6.0,2337,388,0.0,0,0.0,-23.0,0.0
"""Why is TP-Link smart plug not appearing in Google Home?""",0.0,0.6974787712097168,1.4337353927863608,5.75,476,93,0.0,-16,0.0,-16.0,0.0,0.0,2.137396812438965,1.8714353725623392,5.95,2483,498,0.0,-4,0.0,-4.0,0.0
"""What if TP-Link smart plug is not connecting after a firmware update?""",0.0,0.5631000995635986,1.775883188043315,5.4,303,60,0.0,-21,0.0,-21.0,0.0,0.0,2.138233184814453,1.870703358458714,6.2,2743,501,0.0,-23,0.0,-23.0,0.0
"""How to fix TP-Link smart plug that is not syncing with group settings?""",0.0,0.5372486114501953,1.8613356622760018,5.2,242,47,0.0,-11,0.0,-11.0,0.0,0.0,2.106546640396118,1.898842362801167,6.05,2452,490,0.0,-21,0.0,-21.0,0.0
"""How to fix TP-Link smart bulb that is not following HomeKit automations?""",0.0,0.4735383987426758,2.1117611637317695,5.4,241,43,0.0,-11,0.0,-11.0,0.0,0.0,2.191999912261963,1.8248175912893172,6.0,2364,511,0.0,-1,0.0,-1.0,0.0
"""What if TP-Link smart bulb is not updating its status in the app?""",0.0,0.5268561840057373,1.8980511766938317,5.6,283,58,0.0,-10,0.0,-10.0,0.0,0.0,2.1423306465148926,2.3339067702426215,6.1,2586,486,0.0,-21,0.0,-21.0,0.0
"""Why is TP-Link smart plug flashing rapidly?""",0.0,0.42951178550720215,2.3282248211611,5.45,153,30,0.0,-7,0.0,-7.0,0.0,0.0,1.9658067226409912,2.0347880358384205,6.0,2389,460,0.0,-7,0.0,-7.0,0.0
"""How to troubleshoot TP-Link smart plug that wont change colors with scenes?""",0.0,0.4780862331390381,4.183345725871734,5.25,233,43,0.0,-12,0.0,-12.0,0.0,0.0,2.4097964763641357,2.0748640182027485,6.15,2805,559,0.0,-2,0.0,-2.0,0.0
"""Why is TP-Link smart plug not showing status changes in real-time?""",0.0,0.4844069480895996,0.0,5.35,232,45,0.0,-15,0.0,-15.0,0.0,0.0,2.4324867725372314,2.0555096358386864,6.25,2882,567,0.0,-9,0.0,-9.0,0.0
"""What if TP-Link smart bulb is not connecting after router firmware update?""",0.0,0.5458788871765137,1.8319081823652463,5.25,295,59,0.0,-4,0.0,-4.0,0.0,0.0,1.1076366901397705,1.8056462175762937,6.5,1244,245,0.0,-21,0.0,-21.0,0.0
"""What if TP-Link smart bulb is not syncing with Apple Shortcuts?""",0.0,0.561382532119751,1.7813165582889496,5.65,312,65,0.0,-12,0.0,-12.0,0.0,0.0,1.9339308738708496,1.5512446905589128,6.0,2164,447,0.0,0,0.0,-23.0,0.0
"""What if TP-Link smart bulb is not adjusting color temperature correctly?""",0.0,0.41775012016296387,0.0,5.050000000000001,161,27,0.0,0,0.0,-28.0,0.0,0.0,2.0965027809143066,1.9079392769779553,6.050000000000001,2450,472,0.0,-21,0.0,-21.0,0.0
"""How to resolve TP-Link smart plug that is not syncing with motion sensor commands?""",0.0,0.42763376235961914,2.338449598746977,5.25,178,33,0.0,-11,0.0,-11.0,0.0,0.0,2.056792974472046,1.9447752154183953,5.95,2484,479,0.0,-11,0.0,-11.0,0.0
"""How to resolve TP-Link smart plug that wont change brightness via Google Home?""",0.0,0.48309922218322754,2.0699681433569475,5.4,250,49,0.0,0,0.0,0.0,0.0,0.0,2.286248207092285,1.7495913119103184,6.0,2739,531,0.0,0,0.0,-23.0,0.0
"""How to secure TP-Link smart plug from unauthorized access?""",0.0,0.42916178703308105,2.330123580931563,5.2,195,36,0.0,-6,0.0,-6.0,0.0,0.0,2.0403354167938232,0.9802309872865884,5.800000000000001,2608,473,0.0,-23,0.0,-23.0,0.0
"""How to prevent unauthorized changes to TP-Link plug settings?""",0.0,0.39935970306396484,0.0,5.5,155,27,0.0,-19,0.0,-19.0,0.0,0.0,2.15274715423584,1.8580909477130418,5.95,2697,491,0.0,-21,0.0,-21.0,0.0
"""How to ensure TP-Link device data is not shared with third parties?""",0.0,0.5061883926391602,1.9755490535555353,5.35,293,53,0.0,-2,0.0,-2.0,0.0,0.0,2.0831313133239746,1.920186199696295,6.25,2665,489,0.0,-21,0.0,-21.0,0.0
"""How to prevent unauthorized smart hubs from controlling TP-Link plugs?""",0.0,0.4766883850097656,2.097806515633951,5.3,214,41,0.0,-20,0.0,-20.0,0.0,0.0,1.934264898300171,1.5509768091411877,6.1,2441,455,0.0,-9,0.0,-9.0,0.0
"""How to verify security settings after adding a new TP-Link plug?""",0.0,0.379227876663208,2.636936948832511,5.4,136,21,0.0,-21,0.0,-21.0,0.0,0.0,1.0148518085479736,1.9707310793101465,5.9,1081,226,0.0,-1,0.0,-1.0,0.0
"""How to control TP-Link data shared with other smart devices?""",0.0,0.5039401054382324,1.9843628026578246,5.35,315,49,0.0,-13,0.0,-13.0,0.0,0.0,1.8563878536224365,1.6160416015133765,6.15,2142,435,0.0,-3,0.0,-3.0,0.0
"""How to maintain TP-Link system integrity after network changes?""",0.0,0.7562224864959717,1.3223621590951162,5.9,612,111,0.0,-6,0.0,-6.0,0.0,0.0,2.3045883178710938,1.7356679147341114,5.9,2863,538,0.0,-15,0.0,-15.0,0.0
"""How to disable data sharing with TP-Link cloud services?""",0.0,0.4014108180999756,0.0,5.199999999999999,122,23,0.0,-20,0.0,-20.0,0.0,0.0,2.061032295227051,1.9407750229160092,5.95,2318,545,0.0,-21,0.0,-21.0,0.0
"""How to protect TP-Link smart plug from potential hacking attempts?""",0.0,1.1829204559326172,2.536096138124085,5.8,1150,212,0.0,-21,0.0,-21.0,0.0,0.0,2.288207530975342,2.1851164862951786,5.95,2876,532,0.0,-25,0.0,-25.0,0.0
"""How to limit TP-Link integration to only essential third-party services?""",0.0,0.4524657726287842,2.2101119255762165,5.5,203,36,0.0,-19,0.0,-19.0,0.0,0.0,2.3621068000793457,1.6934035327553987,5.95,2967,555,0.0,-14,0.0,-14.0,0.0
"""How to protect TP-Link plugs from rogue firmware installations?""",0.0,0.4819173812866211,2.0750444761491993,5.449999999999999,235,44,0.0,-21,0.0,-21.0,0.0,0.0,1.8532688617706299,2.1583484633611913,5.9,2237,429,0.0,-10,0.0,-10.0,0.0
"""How to disable Kasa integration with old or unused systems?""",0.0,0.6159889698028564,1.6234056923486415,5.65,400,78,0.0,-9,0.0,-9.0,0.0,0.0,1.226759433746338,1.63031148975421,5.85,1378,278,0.0,-13,0.0,-13.0,0.0
"""How to secure TP-Link system when using public Wi-Fi?""",0.0,1.0928843021392822,1.830019880497187,6.0,1038,195,0.0,-21,0.0,-21.0,0.0,0.0,2.059534788131714,1.942186178670565,5.95,2491,476,0.0,0,0.0,-25.0,0.0
"""How to delete account-related data from TP-Link system?""",0.0,0.47924017906188965,2.0866363958869805,5.5,241,41,0.0,-22,0.0,-22.0,0.0,0.0,1.3859562873840332,2.164570432205527,5.95,1540,330,0.0,-21,0.0,-21.0,0.0
"""How to prevent unauthorized pairing of TP-Link devices?""",0.0,0.4486660957336426,2.2288289877663403,5.25,212,36,0.0,-27,0.0,-27.0,0.0,0.0,2.170633316040039,1.382085116739563,6.35,2646,501,0.0,0,0.0,-23.0,0.0
"""How to manage access control settings for TP-Link devices?""",0.0,0.4551234245300293,2.1972061777188356,5.3,219,37,0.0,-7,0.0,-7.0,0.0,0.0,2.3403007984161377,2.1364775004078296,6.05,2720,549,0.0,-4,0.0,-4.0,0.0
"""How to secure TP-Link devices in case of stolen mobile device?""",0.0,0.6181421279907227,0.0,5.45,422,79,0.0,-21,0.0,-21.0,0.0,0.0,2.2020223140716553,2.270640023967083,6.05,2797,524,0.0,-21,0.0,-21.0,0.0
"""How to prevent unauthorized modifications to TP-Link schedules?""",0.0,0.481778621673584,2.075642120701265,5.2,249,43,0.0,-28,0.0,-28.0,0.0,0.0,1.6517829895019531,1.8162192122484897,5.95,2197,380,0.0,-20,0.0,-20.0,0.0
"""How to prevent data leaks from TP-Link devices?""",0.0,0.4827299118041992,2.071551763307143,5.6,200,44,0.0,-15,0.0,-15.0,0.0,0.0,2.1818606853485107,1.83329761925702,5.95,2855,500,0.0,-4,0.0,-4.0,0.0
"""How to check which devices are linked to my TP-Link account?""",0.0,0.4643056392669678,2.153753724767814,5.65,233,41,0.0,-21,0.0,-21.0,0.0,0.0,1.4774627685546875,2.0305080194584217,5.95,1512,339,0.0,-19,0.0,-19.0,0.0
"""How to secure TP-Link devices when moving to a new location?""",0.0,0.4617180824279785,2.165823774413419,5.25,187,36,0.0,-12,0.0,-12.0,0.0,0.0,2.3887102603912354,2.093179772745142,6.05,2966,555,0.0,-7,0.0,-7.0,0.0
"""How to protect TP-Link plugs from being accessed through a compromised router?""",0.0,0.4225499629974365,2.366584043477953,5.2,178,30,0.0,-21,0.0,-21.0,0.0,0.0,2.2232837677001953,0.899570279356205,5.65,2844,510,0.0,-21,0.0,-21.0,0.0
"""What to do if TP-Link Kasa Smart Plug does not power on?""",0.0,0.767564058303833,2.605645715641262,5.0,506,114,0.0,-28,0.0,-28.0,0.0,0.0,1.6812846660614014,2.3791331002681213,5.95,1955,386,0.0,-5,0.0,-5.0,0.0
"""How to reset the TP-Link Kasa Smart Plug to factory settings?""",0.0,0.5083248615264893,1.967245900577873,5.35,247,47,0.0,0,0.0,0.0,0.0,0.0,1.05419921875,0.948587308938461,6.15,1143,225,0.0,-21,0.0,-21.0,0.0
"""How to fix TP-Link Kasa Smart Plug losing connection intermittently?""",0.0,0.6387393474578857,1.5655838394471604,5.7,414,85,0.0,-20,0.0,-20.0,0.0,0.0,2.112638235092163,1.8933672285001584,6.0,2500,495,0.0,-21,0.0,-21.0,0.0
"""What to do if TP-Link Kasa Smart Plug fails to respond after a power outage?""",0.0,0.4835085868835449,2.0682155956059307,5.4,204,43,0.0,0,0.0,-28.0,0.0,0.0,1.8162734508514404,1.6517336630074229,5.95,2080,410,0.0,-21,0.0,-21.0,0.0
"""How to disable remote control for TP-Link Kasa Smart Plug?""",0.0,0.5170695781707764,1.9339757011750034,5.25,185,39,0.0,0,0.0,-27.0,0.0,0.0,1.1636321544647217,2.5781343257754457,5.800000000000001,1268,250,0.0,-4,0.0,-4.0,0.0
"""How to enable local-only control for TP-Link Kasa Smart Plug?""",0.0,0.5632553100585938,0.0,5.55,355,61,0.0,-19,0.0,-19.0,0.0,0.0,0.74751877784729,1.3377590364738365,5.85,754,156,0.0,0,0.0,0.0,0.0
"""How to fix Wemo Mini Smart Plug not responding to voice commands via Google Home?""",0.0,0.6594665050506592,1.5163772418208175,5.800000000000001,413,84,0.0,-17,0.0,-17.0,0.0,0.0,2.277911424636841,1.7559945293475714,5.9,2703,529,0.0,-10,0.0,-10.0,0.0
"""How to fix Wemo Mini Smart Plug not showing in Alexa Routines?""",0.0,0.5965101718902588,1.6764173473070374,5.75,344,73,0.0,0,0.0,-28.0,0.0,0.0,2.7059326171875,1.108675057517974,6.0,2936,624,0.0,-6,0.0,-6.0,0.0
"""How to fix Wemo Mini Smart Plug that is unresponsive after a power outage?""",0.0,0.6080081462860107,1.6447148053978282,5.65,326,77,0.0,-28,0.0,-28.0,0.0,0.0,2.129629611968994,1.8782608851412572,5.9,2498,482,0.0,-23,0.0,-23.0,0.0
"""How to group multiple Wemo Mini Smart Plugs for simultaneous control?""",0.0,0.576671838760376,1.7340884932955116,5.6,351,76,0.0,-10,0.0,-10.0,0.0,0.0,1.3919715881347656,1.436810935689436,5.95,1553,310,0.0,-21,0.0,-21.0,0.0
"""How to fix Wemo Mini Smart Plug not showing in the Home app on iOS?""",0.0,0.6333847045898438,1.5788193064223948,5.5,369,77,0.0,0,0.0,-26.0,0.0,0.0,1.6760122776031494,1.1933086808041549,6.199999999999999,2028,375,0.0,0,0.0,0.0,0.0
"""How to fix Wemo Mini Smart Plug that is stuck on blinking orange?""",0.0,0.5040028095245361,1.9841159237633337,5.6,242,49,0.0,-27,0.0,-27.0,0.0,0.0,1.520615816116333,1.9728849116279221,6.05,1759,345,0.0,-10,0.0,-10.0,0.0
"""How to fix Wemo Mini Smart Plug if Away Mode is not working?""",0.0,0.4460740089416504,0.0,5.3,169,33,0.0,0,0.0,-27.0,0.0,0.0,2.177786111831665,2.2959095812185466,6.3,2589,495,0.0,0,0.0,-23.0,0.0
