question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_gpu_load_diff_avg,rag_gpu_memory_used_diff_avg,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_gpu_load_diff_avg,no_context_gpu_memory_used_diff_avg
"""Why is the Philips Hue Bridge light flashing?""",0.0,0.481081485748291,2.0786499369126137,2.7,14.0,0.0,0.0,0.2704017162322998,3.698201379540876,2.6500000000000004,4.5,0.0
"""How to resolve Philips Hue lights not responding to motion sensors?""",0.0,0.514655590057373,1.9430469994265718,3.05,37.5,0.0,0.0,0.27074527740478516,0.0,2.35,22.0,0.0
"""How to resolve Philips Hue lights not working after a firmware update?""",0.0,0.5064418315887451,3.9491208570286247,2.3499999999999996,41.5,0.0,0.0,0.27062177658081055,3.6951941289957144,3.35,26.0,0.0
"""What if Philips Hue lights are not pairing with the new bridge?""",0.0,0.4797968864440918,2.08421527578428,2.4000000000000004,27.0,0.0,0.0,0.27158427238464355,3.6820983454602123,3.25,-6.5,0.0
"""What if Philips Hue lights are not grouping correctly in the app?""",0.0,0.48380446434020996,2.0669507491301577,2.8,14.5,0.0,0.0,0.26654601097106934,0.0,2.45,8.5,0.0
"""Why are Philips Hue lights not turning on after a power cycle?""",0.0,0.4829216003417969,0.0,2.65,36.0,0.0,0.0,0.26606082916259766,0.0,2.45,9.5,0.0
"""What if Philips Hue lights are not responding to Siri commands after a firmware update?""",0.0,0.47977757453918457,4.168598338345015,2.75,40.5,0.0,0.0,0.26995396614074707,3.7043352772195877,2.7,24.0,0.0
"""How to fix Philips Hue lights that are not turning on with motion detection?""",0.0,0.4828474521636963,2.071047482014027,2.9,6.5,0.0,0.0,0.27067017555236816,3.6945333853638247,2.65,24.0,0.0
"""What if Philips Hue lights are not dimming when using the Hue Dimmer Switch?""",0.0,0.48035359382629395,0.0,2.4000000000000004,40.0,0.0,0.0,0.27019309997558594,7.402113526144925,2.95,24.0,0.0
"""Why are Philips Hue lights not reconnecting after a power outage?""",0.0,0.48470401763916016,2.0631147331308988,2.25,32.0,0.0,0.0,0.27019476890563965,0.0,3.9000000000000004,-10.0,0.0
"""How to fix Philips Hue lights that are not turning on with smart button commands?""",0.0,0.4814717769622803,2.0769649392730636,2.8,12.5,0.0,0.0,0.27031755447387695,3.6993527924792207,2.5,0.0,0.0
"""How to fix Philips Hue lights that are not responding after being reset?""",0.0,0.4760124683380127,2.100785308188605,2.65,22.5,0.0,0.0,0.2694110870361328,3.7117997295575065,2.8,25.000000000000004,0.0
"""How to unlink Philips Hue from smart speakers for privacy reasons?""",0.0,0.4973564147949219,2.0106305463313427,2.75,34.5,0.0,0.0,0.27259016036987305,0.0,2.5999999999999996,22.5,0.0
"""How to prevent Philips Hue from sharing usage data with connected services?""",0.0,0.49275803565979004,2.0293935920499337,2.8,8.0,0.0,0.0,0.2705991268157959,3.695503425187467,3.0,-2.5,0.0
"""How to ensure Philips Hue firmware updates are secure?""",0.0,0.504004955291748,1.9841074765231843,2.35,20.0,0.0,0.0,0.2689652442932129,3.717952490955895,3.6,8.5,0.0
"""How to prevent Philips Hue from automatically connecting to new devices?""",0.0,0.511422872543335,1.9553290509426275,2.35,38.0,0.0,0.0,0.2714061737060547,3.684514564814422,2.3,23.0,0.0
"""How to limit voice assistant integration with Philips Hue for security?""",0.0,0.48900628089904785,0.0,3.05,38.5,0.0,0.0,0.2707555294036865,0.0,2.65,25.0,0.0
"""How to prevent Philips Hue from being added to unauthorized smart hubs?""",0.0,0.4945204257965088,0.0,2.85,27.5,0.0,0.0,0.2725696563720703,0.0,2.8,-8.0,0.0
"""How to control what information is shared between Philips Hue and other smart devices?""",0.0,0.496737003326416,2.0131377233879437,2.4,9.0,0.0,0.0,0.27176547050476074,3.6796433268110627,2.8499999999999996,-4.0,0.0
"""How to ensure Philips Hue system integrity after a network change?""",0.0,0.5067155361175537,1.9734938613931112,2.55,26.0,0.0,0.0,0.2712388038635254,0.0,3.4,-4.0,0.0
"""How to manage security settings after adding new Philips Hue lights?""",0.0,0.48546600341796875,2.059876475301045,2.45,5.5,0.0,0.0,0.2716097831726074,3.6817525065546466,3.35,-0.5,0.0
"""How to ensure that Philips Hue system is not controlled via unauthorized voice assistants?""",0.0,0.4986999034881592,2.0052139433074005,2.5999999999999996,38.0,0.0,0.0,0.26763272285461426,0.0,2.3,25.000000000000004,0.0
"""Why is TP-Link smart plug not appearing in Google Home?""",0.0,0.5039563179016113,1.9842989649665312,3.05,39.0,0.0,0.0,0.26958227157592773,3.7094427395169105,2.45,24.0,0.0
"""What if TP-Link smart plug is not connecting after a firmware update?""",0.0,0.49871349334716797,2.005159301563923,2.8,10.5,0.0,0.0,0.27216196060180664,0.0,2.95,-0.5,0.0
"""How to fix TP-Link smart plug that is not syncing with group settings?""",0.0,0.5128297805786133,1.9499647599849117,2.35,20.5,0.0,0.0,0.26961612701416016,3.708976948350611,2.75,6.0,0.0
"""How to fix TP-Link smart bulb that is not following HomeKit automations?""",0.0,0.5089731216430664,1.9647402927111195,2.65,40.0,0.0,0.0,0.27000951766967773,0.0,2.8,23.5,0.0
"""What if TP-Link smart bulb is not updating its status in the app?""",0.0,0.4977545738220215,2.0090222221806733,2.5,38.5,0.0,0.0,0.26969385147094727,3.707908039231797,3.05,24.0,0.0
"""Why is TP-Link smart plug flashing rapidly?""",0.0,0.4978621006011963,4.017176639040771,2.45,40.0,0.0,0.0,0.27152252197265625,3.682935738567557,2.35,24.5,0.0
"""How to troubleshoot TP-Link smart plug that wont change colors with scenes?""",0.0,0.5115864276885986,0.0,3.3,28.0,0.0,0.0,0.27138400077819824,3.6848156012623976,2.15,24.0,0.0
"""Why is TP-Link smart plug not showing status changes in real-time?""",0.0,0.5085124969482422,1.9665200088529868,2.5,38.0,0.0,0.0,0.27164649963378906,3.6812548711234174,2.7,0.0,0.0
"""What if TP-Link smart bulb is not connecting after router firmware update?""",0.0,0.5089597702026367,1.9647918333552623,2.3,13.0,0.0,0.0,0.26715636253356934,0.0,3.65,26.499999999999996,0.0
"""What if TP-Link smart bulb is not syncing with Apple Shortcuts?""",0.0,0.49817800521850586,0.0,2.3,30.0,0.0,0.0,0.270169734954834,3.701376840628311,2.55,-8.5,0.0
"""What if TP-Link smart bulb is not adjusting color temperature correctly?""",0.0,0.515106201171875,1.9413472362116693,2.8,35.5,0.0,0.0,0.2713010311126709,3.685942496787685,2.6,26.0,0.0
"""How to resolve TP-Link smart plug that is not syncing with motion sensor commands?""",0.0,0.513084888458252,1.9489952296302688,2.85,36.5,0.0,0.0,0.2675778865814209,3.7372296073308062,2.75,23.0,0.0
"""How to resolve TP-Link smart plug that wont change brightness via Google Home?""",0.0,0.5048799514770508,1.980668864100351,2.9,11.0,0.0,0.0,0.2690908908843994,3.7162164676548204,2.5,-2.499999999999999,0.0
"""How to secure TP-Link smart plug from unauthorized access?""",0.0,0.47411489486694336,2.1091933850332474,2.85,18.5,0.0,0.0,0.27087998390197754,3.6916718082830267,3.0,8.0,0.0
"""How to prevent unauthorized changes to TP-Link plug settings?""",0.0,0.48964762687683105,2.042284992534147,2.35,37.0,0.0,0.0,0.26953673362731934,3.7100694459820187,3.45,23.5,0.0
"""How to ensure TP-Link device data is not shared with third parties?""",0.0,0.48970675468444824,2.04203840448037,2.35,38.5,0.0,0.0,0.2708930969238281,0.0,2.5999999999999996,-8.0,0.0
"""How to prevent unauthorized smart hubs from controlling TP-Link plugs?""",0.0,0.5042726993560791,1.9830540127939535,2.95,10.5,0.0,0.0,0.26935505867004395,0.0,2.55,-2.5,0.0
"""How to verify security settings after adding a new TP-Link plug?""",0.0,0.4837334156036377,0.0,3.1,12.5,0.0,0.0,0.2669503688812256,0.0,3.0,3.0,0.0
"""How to control TP-Link data shared with other smart devices?""",0.0,0.48672986030578613,0.0,2.35,39.0,0.0,0.0,0.26754117012023926,0.0,2.6500000000000004,26.5,0.0
"""How to maintain TP-Link system integrity after network changes?""",0.0,0.4805469512939453,2.080962114748331,2.7,40.5,0.0,0.0,0.26864099502563477,0.0,2.2,25.000000000000004,0.0
"""How to disable data sharing with TP-Link cloud services?""",0.0,0.4806709289550781,0.0,2.35,27.5,0.0,0.0,0.26570630073547363,0.0,3.4000000000000004,-8.0,0.0
"""How to protect TP-Link smart plug from potential hacking attempts?""",0.0,0.477236270904541,2.0953981517480598,2.3,9.5,0.0,0.0,0.268573522567749,3.7233752249284233,2.5,3.0000000000000018,0.0
"""How to limit TP-Link integration to only essential third-party services?""",0.0,0.4840869903564453,2.0657444218118455,2.9,39.0,0.0,0.0,0.27173924446105957,3.6799984558130774,2.4,25.499999999999996,0.0
"""How to protect TP-Link plugs from rogue firmware installations?""",0.0,0.49120354652404785,2.0358159200508408,2.7,36.5,0.0,0.0,0.2707986831665039,0.0,2.8,-9.0,0.0
"""How to disable Kasa integration with old or unused systems?""",0.0,0.5091879367828369,1.9639114121963195,2.4,30.5,0.0,0.0,0.26897430419921875,0.0,2.75,-8.5,0.0
"""How to secure TP-Link system when using public Wi-Fi?""",0.0,0.4967935085296631,2.012908749469663,2.7,33.0,0.0,0.0,0.2732672691345215,3.659421061174512,2.95,-8.0,0.0
"""How to delete account-related data from TP-Link system?""",0.0,0.4792919158935547,2.086411155370247,2.35,10.0,0.0,0.0,0.2662782669067383,0.0,2.75,4.5,0.0
"""How to prevent unauthorized pairing of TP-Link devices?""",0.0,0.5047016143798828,1.9813687365113173,2.65,40.0,0.0,0.0,0.2706644535064697,0.0,2.6,25.499999999999996,0.0
"""How to manage access control settings for TP-Link devices?""",0.0,0.48589348793029785,2.0580642153873483,3.05,34.0,0.0,0.0,0.27126288414001465,0.0,2.55,25.0,0.0
"""How to secure TP-Link devices in case of stolen mobile device?""",0.0,0.498077392578125,2.0077201151900472,2.65,28.5,0.0,0.0,0.2670273780822754,3.744934347864494,2.9,-2.5,0.0
"""How to prevent unauthorized modifications to TP-Link schedules?""",0.0,0.48827171325683594,2.048040000782313,2.45,19.0,0.0,0.0,0.2690277099609375,0.0,2.75,8.0,0.0
"""How to prevent data leaks from TP-Link devices?""",0.0,0.4941530227661133,0.0,2.6500000000000004,21.5,0.0,0.0,0.2702760696411133,0.0,2.5,23.0,0.0
"""How to check which devices are linked to my TP-Link account?""",0.0,0.4835660457611084,0.0,2.75,39.5,0.0,0.0,0.27201271057128906,0.0,2.95,-9.0,0.0
"""How to secure TP-Link devices when moving to a new location?""",0.0,0.5017950534820557,1.9928454715922201,2.75,11.5,0.0,0.0,0.2716944217681885,0.0,2.5999999999999996,-0.5,0.0
"""How to protect TP-Link plugs from being accessed through a compromised router?""",0.0,0.49807119369506836,2.00774510282708,2.8,23.0,0.0,0.0,0.2716834545135498,0.0,2.8,22.5,0.0
"""What to do if TP-Link Kasa Smart Plug does not power on?""",0.0,0.49213719367980957,0.0,2.25,40.0,0.0,0.0,0.27280330657958984,3.6656447186748577,2.8499999999999996,-0.5,0.0
"""How to reset the TP-Link Kasa Smart Plug to factory settings?""",0.0,0.48250436782836914,2.072520098625924,2.5,22.0,0.0,0.0,0.2709193229675293,0.0,2.3,25.5,0.0
"""How to fix TP-Link Kasa Smart Plug losing connection intermittently?""",0.0,0.49485182762145996,0.0,3.05,32.0,0.0,0.0,0.27036261558532715,0.0,2.45,-8.5,0.0
"""What to do if TP-Link Kasa Smart Plug fails to respond after a power outage?""",0.0,0.4902970790863037,2.0395797622618272,2.7,16.999999999999996,0.0,0.0,0.27304625511169434,0.0,2.9,-3.0,0.0
"""How to disable remote control for TP-Link Kasa Smart Plug?""",0.0,0.495023250579834,2.0201071340139354,2.75,21.5,0.0,0.0,0.2698535919189453,3.7057131346277465,2.3,-1.0,0.0
"""How to enable local-only control for TP-Link Kasa Smart Plug?""",0.0,0.5138754844665527,1.945996705872432,2.7,15.500000000000004,0.0,0.0,0.2721226215362549,0.0,2.9,-0.5,0.0
"""How to fix Wemo Mini Smart Plug not responding to voice commands via Google Home?""",0.0,0.51603102684021,1.93786797302435,2.65,21.5,0.0,0.0,0.2702174186706543,3.7007236799116487,3.1,7.0,0.0
"""How to fix Wemo Mini Smart Plug not showing in Alexa Routines?""",0.0,0.5149643421173096,1.94188202602053,2.4000000000000004,23.0,0.0,0.0,0.26899290084838867,0.0,2.55,-9.0,0.0
"""How to fix Wemo Mini Smart Plug that is unresponsive after a power outage?""",0.0,0.5166540145874023,3.8710625361089925,3.05,12.0,0.0,0.0,0.26586198806762695,3.7613500420553607,2.3499999999999996,-7.5,0.0
"""How to group multiple Wemo Mini Smart Plugs for simultaneous control?""",0.0,0.48156189918518066,2.076576244284579,3.1500000000000004,14.0,0.0,0.0,0.26815056800842285,0.0,2.7,7.5,0.0
"""How to fix Wemo Mini Smart Plug not showing in the Home app on iOS?""",0.0,0.5136196613311768,1.9469659658433738,2.55,42.0,0.0,0.0,0.2662465572357178,0.0,2.7,26.0,0.0
"""How to fix Wemo Mini Smart Plug that is stuck on blinking orange?""",0.0,0.516150951385498,1.9374177211457677,2.8499999999999996,29.5,0.0,0.0,0.2682018280029297,0.0,3.05,-9.0,0.0
"""How to fix Wemo Mini Smart Plug if Away Mode is not working?""",0.0,0.5100364685058594,1.9606441141916156,2.7,13.0,0.0,0.0,0.2712090015411377,3.68719325065399,2.75,-2.499999999999999,0.0
"""How to fix Wemo Mini Smart Plug if rules are not executing correctly?""",0.0,0.5155811309814453,1.9395589557273354,2.8,21.0,0.0,0.0,0.26935791969299316,3.712532384940767,2.25,-4.0,0.0
"""How to fix Wemo Mini Smart Plug that wont work after firmware update?""",0.0,0.5091898441314697,1.963904055679315,3.15,15.5,0.0,0.0,0.2707846164703369,0.0,2.45,0.0,0.0
"""What if Wemo Mini Smart Plug turns off shortly after being turned on?""",0.0,0.48371124267578125,2.0673490954382547,2.9,40.0,0.0,0.0,0.2696411609649658,0.0,2.85,27.0,0.0
"""How to reset Amazon Smart Plug to factory settings?""",0.0,0.5124707221984863,0.0,2.4,36.0,0.0,0.0,0.26995158195495605,3.7043679935387446,3.75,26.5,0.0
"""How to schedule Amazon Smart Plug to turn on/off automatically?""",0.0,0.5157523155212402,1.9389151922438774,2.25,37.5,0.0,0.0,0.26830434799194336,0.0,3.25,23.5,0.0
"""How to fix Amazon Smart Plug if its not turning on manually?""",0.0,0.5156400203704834,1.939337445689377,2.8499999999999996,36.5,0.0,0.0,0.27040696144104004,0.0,2.45,23.0,0.0
"""Why does Amazon Smart Plug have a delayed response to Alexa commands?""",0.0,0.4948458671569824,2.0208312655934066,2.65,6.0,0.0,0.0,0.2685854434967041,0.0,3.25,-4.0,0.0
"""How to fix Amazon Smart Plug not appearing in Alexa routines?""",0.0,0.5125725269317627,1.950943422556158,2.7,20.5,0.0,0.0,0.26909875869750977,7.432215628497922,2.35,5.5,0.0
"""Why does Amazon Smart Plug lose connection during peak hours?""",0.0,0.4972066879272461,0.0,2.4,8.5,0.0,0.0,0.2704029083251953,3.6981850757236643,2.45,-3.5,0.0
"""How to fix Amazon Smart Plug that only works intermittently?""",0.0,0.5201807022094727,0.0,2.55,15.0,0.0,0.0,0.2729020118713379,3.664318900186597,3.05,0.0,0.0
"""What if Amazon Smart Plug is blinking rapidly in white?""",0.0,0.49593615531921387,2.0163885800115793,2.4000000000000004,13.0,0.0,0.0,0.2665443420410156,3.751720979493282,2.95,2.0,0.0
"""Why does Amazon Smart Plug take a long time to respond to commands?""",0.0,0.49279165267944336,4.058510303744682,2.9000000000000004,39.0,0.0,0.0,0.2703857421875,3.698419864561712,2.4000000000000004,23.5,0.0
"""Why does August Smart Lock keep disconnecting from Wi-Fi?""",0.0,0.48520970344543457,2.0609645538817403,2.7,35.5,0.0,0.0,0.2710425853729248,0.0,2.7,24.0,0.0
"""How to use August Smart Lock with Apple HomeKit?""",0.0,0.4812188148498535,4.156113473294552,2.85,5.5,0.0,0.0,0.27119874954223633,0.0,2.7,-4.0,0.0
"""Why does August Smart Lock show offline in the app?""",0.0,0.49802613258361816,2.0079267624226778,3.05,18.0,0.0,0.0,0.2682938575744629,3.727256408481023,2.5,6.0,0.0
"""What if August Smart Lock wont lock after door is closed?""",0.0,0.48444437980651855,0.0,2.25,39.0,0.0,0.0,0.2689483165740967,0.0,3.3000000000000003,25.0,0.0
"""How to enable notifications for August Smart Lock?""",0.0,0.5055594444274902,1.9780067626512827,2.4000000000000004,30.0,0.0,0.0,0.2713608741760254,0.0,3.2,23.5,0.0
"""How to remove a user from August Smart Lock access?""",0.0,0.4859006404876709,2.058033920258774,2.8499999999999996,7.0,0.0,0.0,0.2694368362426758,3.7114450048634504,2.6,-2.999999999999999,0.0
"""Why does August Smart Lock take longer to respond to commands?""",0.0,0.49115514755249023,0.0,2.6,21.0,0.0,0.0,0.26634788513183594,0.0,2.95,24.5,0.0
"""What if August Smart Lock doesnt lock when using HomeKit automation?""",0.0,0.482830286026001,2.0711211142733483,2.9,37.5,0.0,0.0,0.2664930820465088,3.7524426237300603,2.4000000000000004,-4.0,0.0
"""How to reset Yale Assure Lock to factory settings?""",0.0,0.49879980087280273,2.00481234805885,2.75,17.499999999999996,0.0,0.0,0.27127552032470703,3.6862891233316097,2.7,4.0,0.0
"""How to fix Yale Assure Lock that wont unlock remotely?""",0.0,0.49794888496398926,2.008238255366815,2.45,38.0,0.0,0.0,0.27260780334472656,0.0,3.25,24.000000000000004,0.0
"""Why does Yale Assure Lock drain batteries quickly?""",0.0,0.48674988746643066,2.0544432073829033,2.3499999999999996,34.0,0.0,0.0,0.2684943675994873,0.0,2.5,-8.5,0.0
"""How to connect Yale Assure Lock to a new Wi-Fi network?""",0.0,0.4856235980987549,4.118416007436644,3.0,11.5,0.0,0.0,0.26971936225891113,3.707557335239294,2.35,0.5,0.0
"""How to enable auto-unlock for Yale Assure Lock?""",0.0,0.4825119972229004,2.0724873283039473,2.75,35.5,0.0,0.0,0.27106165885925293,0.0,2.9000000000000004,23.5,0.0
"""How to fix Yale Assure Lock if the LED indicator doesnt light up?""",0.0,0.4950275421142578,2.0200896211311803,2.45,37.0,0.0,0.0,0.2714664936065674,3.6836958650535214,2.35,-1.5,0.0
"""How to fix Schlage Sense that wont connect to Bluetooth?""",0.0,0.4920361042022705,2.0323711846737007,2.8,19.5,0.0,0.0,0.2695753574371338,0.0,2.9,8.0,0.0
"""What if Schlage Sense is not responding to app commands?""",0.0,0.5116612911224365,0.0,2.45,41.0,0.0,0.0,0.2692389488220215,3.7141728727479757,2.85,23.0,0.0
"""Why is Schlage Sense blinking red?""",0.0,0.5045304298400879,1.982041004575369,2.95,41.0,0.0,0.0,0.2653939723968506,0.0,2.6,25.0,0.0
"""How to fix Schlage Sense that wont unlock remotely?""",0.0,0.504509687423706,3.9642449884598885,3.0,38.5,0.0,0.0,0.2689182758331299,3.718601857389618,2.55,-6.5,0.0
"""What if Schlage Sense disconnects frequently from the Wi-Fi bridge?""",0.0,0.48934245109558105,0.0,3.1500000000000004,10.0,0.0,0.0,0.26697349548339844,0.0,2.25,1.0,0.0
"""What if Schlage Sense wont lock after door is closed?""",0.0,0.5067193508148193,1.9734790044845567,2.5,37.0,0.0,0.0,0.26865100860595703,7.444602610575816,2.65,22.5,0.0
"""How to fix Schlage Sense if it wont connect to the Wi-Fi bridge?""",0.0,0.478684663772583,2.0890579449961653,2.8,40.0,0.0,0.0,0.26997923851013184,0.0,2.6,-7.5,0.0
"""Why does Schlage Sense not follow the set schedule?""",0.0,0.5044610500335693,1.9823135996972323,2.95,37.5,0.0,0.0,0.26858043670654297,0.0,2.5,23.5,0.0
"""What if Schlage Sense doesnt lock when using HomeKit automation?""",0.0,0.5068652629852295,1.972910895712878,2.65,8.0,0.0,0.0,0.26914525032043457,0.0,2.6500000000000004,26.0,0.0
"""How to fix Arlo Pro camera that wont sync with the base station?""",0.0,0.4931180477142334,2.0279119870676485,3.05,26.5,0.0,0.0,0.26984214782714844,0.0,2.7,-7.5,0.0
"""How to fix Arlo Pro camera that wont charge?""",0.0,0.49535441398620605,0.0,3.0,14.5,0.0,0.0,0.27078914642333984,3.692910196764109,2.5,8.0,0.0
"""Why does Arlo Pro take longer to respond to commands?""",0.0,0.5030241012573242,1.9879763166408124,2.3499999999999996,39.0,0.0,0.0,0.2711915969848633,3.687429887641047,3.0999999999999996,22.5,0.0
"""What if Arlo Pro doesnt record video when motion is detected?""",0.0,0.5106520652770996,1.95828053580728,2.75,38.5,0.0,0.0,0.2684462070465088,3.72514110369173,2.5,24.5,0.0
"""How to fix Nest Cam that wont connect to Wi-Fi?""",0.0,0.5134820938110352,0.0,2.8,15.5,0.0,0.0,0.2676553726196289,0.0,2.4,26.499999999999996,0.0
"""Why does Nest Cam have delayed notifications?""",0.0,0.5081336498260498,1.9679861791113855,2.8,38.0,0.0,0.0,0.26842761039733887,3.7253991812604035,3.2,-8.0,0.0
"""How to fix Nest Cam that stops recording clips?""",0.0,0.5083649158477783,1.967090900311788,2.8499999999999996,36.0,0.0,0.0,0.26950573921203613,3.710496121243382,2.45,24.5,0.0
"""What if Nest Cam keeps disconnecting from Wi-Fi?""",0.0,0.5059025287628174,1.9766653518111217,2.8,38.0,0.0,0.0,0.26827454566955566,0.0,2.75,-7.5,0.0
"""Why does Nest Cam have poor video quality?""",0.0,0.5051624774932861,0.0,2.4000000000000004,26.5,0.0,0.0,0.26491379737854004,0.0,3.55,-3.0,0.0
"""How to fix Ring Stick Up Cam that stops recording events?""",0.0,0.5136573314666748,3.893646362038461,2.4,19.0,0.0,0.0,0.2679257392883301,3.732377496299203,2.55,4.5,0.0
"""How to fix Ring Stick Up Cam if night vision is not working?""",0.0,0.5051369667053223,1.9796610937510235,2.95,38.5,0.0,0.0,0.26653170585632324,0.0,2.45,22.5,0.0
"""How to fix Ring Stick Up Cam that wont charge?""",0.0,0.5129201412200928,0.0,2.6500000000000004,40.5,0.0,0.0,0.27080798149108887,7.385306699554212,2.95,26.0,0.0
"""What if Ring Stick Up Cam fails to detect people or animals?""",0.0,0.4937889575958252,2.0251566678767405,2.45,30.0,0.0,0.0,0.2704734802246094,3.697220145829677,2.8,-6.0,0.0
"""How to integrate Ring Stick Up Cam with Google Home?""",0.0,0.48288512229919434,2.0708859184573,2.65,8.0,0.0,0.0,0.26920533180236816,3.714636680127944,3.0999999999999996,-2.0,0.0
"""How to remove a user from Ring Stick Up Cam access?""",0.0,0.49584031105041504,2.01677834116286,2.45,22.0,0.0,0.0,0.27180910110473633,3.67905267312764,2.8,7.0,0.0
"""How to fix Ring Video Doorbell that wont charge?""",0.0,0.5052831172943115,0.0,2.6500000000000004,21.5,0.0,0.0,0.2701570987701416,0.0,2.3,5.0,0.0
"""What if Ring Video Doorbell fails to detect people or animals?""",0.0,0.4931209087371826,2.0279002213878097,3.1,36.5,0.0,0.0,0.26908159255981445,0.0,2.45,23.0,0.0
"""Why does Ring Video Doorbell take longer to respond to commands?""",0.0,0.5139429569244385,1.9457412277489654,2.3499999999999996,38.5,0.0,0.0,0.2657337188720703,3.7631656390710178,3.1,25.5,0.0
"""How to change Wi-Fi network for Nest Hello?""",0.0,0.4964113235473633,2.0144584794179843,2.35,37.5,0.0,0.0,0.2664072513580322,3.753651580061058,2.6,-8.0,0.0
"""Why does Nest Hello have delayed notifications?""",0.0,0.5085084438323975,1.9665356831941398,2.6500000000000004,16.000000000000004,0.0,0.0,0.26946115493774414,3.711110049361182,2.85,0.5,0.0
"""How to add Nest Hello to Google Home?""",0.0,0.51003098487854,0.0,2.95,35.5,0.0,0.0,0.2689082622528076,3.7187403303428694,2.4,8.5,0.0
"""How to enable motion detection notifications for Nest Hello?""",0.0,0.4731943607330322,2.11329652883009,2.7,41.0,0.0,0.0,0.26625919342041016,3.7557388616442617,3.35,24.0,0.0
"""How to fix Nest Hello that wont sync with the app?""",0.0,0.4867570400238037,2.054413018768111,2.8,11.0,0.0,0.0,0.27040696144104004,3.6981296438177784,2.4,0.5,0.0
"""How to fix Nest Hello if the motion sensor is not working?""",0.0,0.4779541492462158,0.0,2.7,21.5,0.0,0.0,0.26996827125549316,0.0,2.75,24.5,0.0
"""Why does Nest Hello take longer to respond to commands?""",0.0,0.5109477043151855,3.9142949133711595,2.4000000000000004,38.0,0.0,0.0,0.27051329612731934,3.696675964974168,3.4,25.0,0.0
"""How to fix Nest Hello if it fails to send motion alerts?""",0.0,0.4768211841583252,0.0,2.7,9.0,0.0,0.0,0.27062511444091797,0.0,2.4,-0.5,0.0
"""How to disable specific motion zones for Nest Hello?""",0.0,0.48987412452697754,2.0413407239353387,3.0,37.5,0.0,0.0,0.27091503143310547,0.0,2.7,26.5,0.0
"""Why is Eufy Video Doorbell battery draining quickly?""",0.0,0.5090498924255371,1.9644439864907124,3.1,40.0,0.0,0.0,0.2663102149963379,0.0,2.55,25.0,0.0
"""How to change Wi-Fi network for Eufy Video Doorbell?""",0.0,0.5097863674163818,0.0,2.9,31.0,0.0,0.0,0.26704931259155273,3.744626751881647,2.95,-8.5,0.0
"""Why does Eufy Video Doorbell have delayed notifications?""",0.0,0.5091853141784668,0.0,2.45,14.0,0.0,0.0,0.26659107208251953,0.0,3.55,2.0,0.0
"""How to fix Eufy Video Doorbell that wont sync with the app?""",0.0,0.5063323974609375,1.9749871922351927,2.3,40.0,0.0,0.0,0.2703838348388672,0.0,2.5,23.5,0.0
"""How to fix Eufy Video Doorbell if the motion sensor is not working?""",0.0,0.5040748119354248,1.9838325112147024,3.55,41.0,0.0,0.0,0.2661898136138916,3.7567177587403506,2.65,24.5,0.0
"""How to fix Eufy Video Doorbell that has audio delay issues?""",0.0,0.5118997097015381,0.0,2.9000000000000004,32.5,0.0,0.0,0.26721668243408203,3.7422813234939927,2.85,-8.5,0.0
"""How to add family profiles to Samsung Family Hub Refrigerator?""",0.0,0.47672343254089355,4.195304580141529,2.35,14.5,0.0,0.0,0.2666187286376953,0.0,3.4000000000000004,-3.5,0.0
"""Why is Samsung Family Hub Refrigerators water dispenser leaking?""",0.0,0.4957115650177002,2.0173021381161114,2.45,18.0,0.0,0.0,0.265714168548584,0.0,2.6,4.0,0.0
"""How to reset LG ThinQ Washer/Dryer to factory settings?""",0.0,0.4958341121673584,2.016803554777533,2.75,22.5,0.0,0.0,0.26785731315612793,0.0,2.5,21.5,0.0
"""How to update firmware on LG ThinQ Washer/Dryer?""",0.0,0.49518251419067383,0.0,2.7,41.0,0.0,0.0,0.2689533233642578,0.0,3.25,25.0,0.0
"""How to connect LG ThinQ Washer/Dryer to Google Assistant?""",0.0,0.4921987056732178,0.0,2.75,7.0,0.0,0.0,0.2707786560058594,0.0,2.45,-2.499999999999999,0.0
"""How to add family members to control LG ThinQ Washer/Dryer?""",0.0,0.4976952075958252,2.0092618629576666,2.8499999999999996,19.5,0.0,0.0,0.26904797554016113,3.7168092344576285,2.7,7.5,0.0
"""How to reset Apple Watch to factory settings?""",0.0,0.5084507465362549,0.0,2.5,42.0,0.0,0.0,0.2730731964111328,0.0,3.3,26.5,0.0
"""How to update the Apple Watch firmware?""",0.0,0.5120081901550293,3.9061875150733782,2.8,37.5,0.0,0.0,0.265789270401001,0.0,2.25,25.500000000000004,0.0
"""What if the Apple Watch screen is unresponsive?""",0.0,0.4936032295227051,2.0259186735185084,3.15,31.5,0.0,0.0,0.26965928077697754,0.0,2.5999999999999996,-9.5,0.0
"""How to enable Fall Detection on Apple Watch?""",0.0,0.4953920841217041,2.0186031066120513,2.7,14.5,0.0,0.0,0.2703843116760254,3.698439431638663,2.9000000000000004,6.0,0.0
"""How to fix Apple Watch that wont turn on?""",0.0,0.5136756896972656,1.9467536035984878,2.8,39.5,0.0,0.0,0.2671351432800293,0.0,2.7,25.999999999999996,0.0
